"CompanyID","NameE","NameF","LanguageID","CityID","PostalCode","LastUpdate"
M170,Maritime Paper Products Limited,Maritime Paper Products Limited,E,114,B2Y 3Y9,"2006-02-23 14:27:41"
M173,M & I Door Systems Limited,M & I Door Systems Limited,E,92,,"2006-03-17 11:49:22"
M177,Magrabar Chemical Corporation Inc.,Magrabar Chemical Corporation Inc.,E,298,"60053-3216","2005-11-02 15:34:58"
M184,May & Baker Canada Incorporated,May & Baker Canada Incorporated,E,4,,"2006-01-18 12:49:36"
M186,Mega Metal Systems,Mega Metal Systems,E,3,,"2006-01-18 13:01:38"
M187,Marran Surface Technology,Marran Surface Technology,E,4,,"2006-01-18 12:43:49"
M192,Manac Incorporated,Manac Incorporated,E,217,,"2006-03-15 11:37:03"
M194,"Merfin Hygienic Products Ltd.,","Merfin Hygienic Products Ltd.,",E,29,,"2005-11-14 14:38:51"
M195,Malcan Inc.,Malcan Inc.,E,31,,"2005-11-28 14:18:30"
M196,MasterNet Limited,MasterNet Limited,E,4,L5S 1P2,"2006-02-23 14:36:02"
M199,Multi Blend Ltd.,Multi Blend Ltd.,E,4,L4T 1G3,"2005-11-17 09:21:49"
M199a,Canadian Specialty Products,Canadian Specialty Products,E,4,L4T 1G3,"2005-11-17 09:23:19"
M201,Marlite,Marlite,E,877,"44622","2006-03-20 08:16:41"
M202,Mettec International Incorporated,Mettec International Incorporated,E,822,,"2006-03-07 12:43:13"
M203,Metals West,Metals West,E,234,,"2006-03-15 12:04:18"
M207,Mapei Inc.,Mapei Inc.,E,167,V3M 5R6,"2006-03-27 09:02:51"
M209,Midgley Enterprises,Midgley Enterprises,E,488,,"2007-06-26 15:17:23"
M211,Mani-Atlas,Mani-Atlas,E,60,,"2007-05-18 18:06:11"
M213,MAC Closures Incorporated,MAC Closures Incorporated,E,1,L6L 5N1,"2006-02-23 14:09:43"
M214,Magic White (1973) Incorporated,Magic White (1973) Incorporated,E,208,,"2007-05-09 17:28:31"
M215,Mean Green Ltd.,Mean Green Ltd.,E,189,,"2005-12-15 09:37:16"
M217,Metalcrete Incorporated,Metalcrete Incorporated,E,9,,"2006-01-18 13:07:47"
M218,Murray Soap Factory,Murray Soap Factory,E,31,,"2005-12-15 12:08:11"
M219,Merrill Enterprises Limited,Merrill Enterprises Limited,E,193,,"2007-06-28 15:30:51"
M221,Mega Cleaning Products Inc.,Mega Cleaning Products Inc.,E,31,,"2005-12-15 09:44:44"
M224,Martin Environmental Inc.,Martin Environmental Inc.,E,604,"12308","2006-01-25 11:21:44"
M225,Mission Packaging Limited,Mission Packaging Limited,E,32,,"2006-02-24 08:06:15"
M226,Multi-Tech Products and Consulting Ltd.,Multi-Tech Products and Consulting Ltd.,E,25,,"2007-05-18 18:58:29"
M228,Multivan,Multivan,E,20,,"2005-11-12 10:43:05"
M230,"Meritech Inc.,","Meritech Inc.,",E,271,"80112","2005-12-15 10:18:30"
M232,Morgan Safety Products,Morgan Safety Products,E,926,"07068","2007-05-18 18:53:01"
M233,Marquis Products Incorporated,Marquis Products Incorporated,E,110,,"2006-03-15 11:55:13"
M236,Textil Bohm GmbH & Co. KG,Textil Bohm GmbH & Co. KG,E,833,,"2005-11-20 19:59:34"
M237,Market Laboratory Inc.,Market Laboratory Inc.,E,536,,"2005-12-15 07:54:24"
M238,James Morton Limited,James Morton Limited,E,104,,"2006-05-05 10:03:09"
M239,Manyan Incorporated,Manyan Incorporated,E,60,,"2006-02-23 14:22:02"
M242,A.R. Medicom Inc.,A.R. Medicom Inc.,E,148,H8T 3J8,"2005-11-03 12:31:02"
M243,Peinture Micca Incorporated,Peinture Micca Incorporated,E,21,H7L 3N2,"2005-11-02 15:12:53"
M244,Metl Span Corporation,Metl Span Corporation,E,855,"75057","2006-03-15 12:09:03"
M245,M & R Chemical Specialties Inc.,M & R Chemical Specialties Inc.,E,4,,"2005-12-14 15:12:21"
M246,Matrix Scale Systems Incorporated,Matrix Scale Systems Incorporated,E,114,,"2007-05-29 15:02:33"
M247,Maryn Research Limited,Maryn Research Limited,E,32,,"2006-05-05 09:57:51"
M248,Murnco L.P.,Murnco L.P.,E,299,"60638","2007-02-06 12:12:41"
M249,"Madison Chemical Co., Inc.","Madison Chemical Co., Inc.",E,311,"47250-0599","2005-12-14 15:19:48"
M250,McKinley & Taylor Production Centre Limited,McKinley & Taylor Production Centre Limited,E,31,,"2006-03-15 12:01:23"
M251,Microcide Inc.,Microcide Inc.,E,321,"48083-5933","2006-01-24 08:23:06"
M252,Master Packaging Inc.,Master Packaging Inc.,E,967,E1A 7G9,"2010-03-04 11:59:19"
M253,"Micro-Bac International, Inc.","Micro-Bac International, Inc.",E,330,"78681-2410","2006-01-25 11:29:43"
M254,McCuaig Solutions Corp.,McCuaig Solutions Corp.,E,33,,"2005-12-15 09:05:23"
M255,Margo Sales Inc.,Margo Sales Inc.,E,63,,"2005-11-20 18:49:31"
M256,Manor Planexin Incorporated,Manor Planexin Incorporated,E,389,,"2006-03-15 11:39:39"
M257,"Mohawk Northern Plastics, LLC","Mohawk Northern Plastics, LLC",E,734,"98071","2010-05-12 12:11:19"
M258,Maxim Chemical International Ltd.,Maxim Chemical International Ltd.,E,193,S4R 1T9,"2005-10-23 21:08:27"
M260,M Pak Plastics,M Pak Plastics,E,32,,"2006-02-23 13:55:52"
M261,Miura North America Inc.,Miura North America Inc.,E,4,L5L 5S9,"2005-11-17 09:18:17"
M264,Matheson Gas Products Canada Incorporated,Matheson Gas Products Canada Incorporated,E,589,,"2006-03-13 12:57:38"
M265,McCordick Glove & Safety Inc.,McCordick Glove & Safety Inc.,E,104,N3C 4N3,"2005-11-09 14:53:07"
M266,Molecular Tech Coating Incorporated,Molecular Tech Coating Incorporated,E,572,,"2006-01-18 14:37:13"
M267,Manabo (UK) Ltd.,Manabo (UK) Ltd.,E,481,Y07 3TA,"2005-11-20 03:12:06"
M268,"Zipron Environmental Technologies, div. of Modco Group","Zipron Environmental Technologies, div. de Modco Group",E,27,V4Gb 1E7,"2005-10-22 23:52:22"
M269,"Mitco, Inc.","Mitco, Inc.",E,322,"49507-1596","2005-11-24 15:21:00"
M271,MEDEXEL/WRP Canada,MEDEXEL/WRP Canada,E,416,,"2005-11-28 14:20:20"
M272,Magikist Ltd.,Magikist Ltd.,E,33,,"2005-12-14 15:37:24"
M274,Medtrol Incorporated,Medtrol Incorporated,E,301,"60714","2007-06-28 15:29:34"
M275,Mauser Canada Ltd.,Mauser Canada Ltd.,E,3,L6T 4B3,"2006-03-15 12:11:42"
M276,Marigold® Industrial Inc.,Marigold® Industrial Inc.,E,110,L4K 3T6,"2005-11-20 18:57:32"
M278,Mapa Professional,Mapa Professional,E,482,"38401-0561","2005-11-20 18:47:21"
M278a,MAPA® Professionnel,MAPA® Professionnel,E,1127,"60140","2008-03-04 14:52:12"
M278b,MAPA® Professionnel,MAPA® Professionnel,E,1334,"44147","2011-06-01 15:16:11"
M278c,"MAPA® Spontex Canada, div. Dicon Gobal, Inc.","MAPA® Spontex Canada, div. Dicon Gobal, Inc.",E,197,L4B 4W2,"2013-10-09 11:54:05"
M280,Matting Technology Corporation,Matting Technology Corporation,E,427,J2G 8B1,"2006-03-20 13:42:40"
M283,Martech Marketing,Martech Marketing,E,32,,"2006-03-15 11:59:15"
M284,Mount Vernon Plastics,Mount Vernon Plastics,E,727,"40456","2006-02-24 08:26:21"
M288,M & Q Packaging Corporation,M & Q Packaging Corporation,E,726,"17972","2006-02-23 14:00:04"
M290,Multi-Clean  A Division of Minuteman International Incorporated,Multi-Clean  A Division of Minuteman International Incorporated,E,324,"55126-3964","2005-12-15 11:39:23"
M291,Metzger/McGuire,Metzger/McGuire,E,903,"03302","2006-03-27 09:07:45"
M294,Mason Chemical Company,Mason Chemical Company,E,1025,"60005","2007-03-22 09:48:13"
M295,MiniBulk Incorporated,MiniBulk Incorporated,E,32,T3C 0M8,"2006-02-23 15:55:34"
M298,Midas Safety Inc.,Midas Safety Inc.,E,173,,"2005-11-19 17:24:22"
M299,Mega-Lab Manufacturing Company Limited,Mega-Lab Manufacturing Company Limited,E,110,L4K 5R2,"2004-09-15 22:02:02"
M300,Mr. Refill International Inc.,Mr. Refill International Inc.,E,71,,"2005-12-14 15:04:34"
M302,"MultiMIST™, div. NCH Canada Inc.","MultiMIST™, div. NCH Canada Inc.",E,3,L6T 1E7,"2005-12-15 11:46:41"
M303,Médi-Sélect Ltée,Médi-Sélect Ltée,F,409,,"2005-11-20 19:08:02"
M304,McAirlaid's Inc.,McAirlaid's Inc.,E,1153,"24151","2008-06-27 10:20:05"
M305,Mead Johnson Nutritionals,Mead Johnson Nutritionals,E,633,"47721-001","2006-02-23 15:27:48"
M306,Marabo Products Canada Ltd.,Marabo Products Canada Ltd.,E,474,V2S 8K5,"2005-09-27 15:59:18"
M307,"Maxim Technologies, Inc.","Maxim Technologies, Inc.",E,27,V3W 6K8,"2005-10-23 18:03:07"
M310,Maxill Inc.,Maxill Inc.,E,490,N5R 6C8,"2005-11-28 09:41:42"
M318,Multisorb Technologies Inc.,Multisorb Technologies Inc.,E,963,"14224-1893","2007-03-02 15:08:47"
M319,Merial Canada Inc.,Merial Canada Inc.,E,91,H9X 3R8,"2007-01-25 11:00:39"
M320,MultiChem Inc.,MultiChem Inc.,E,97,,"2005-12-15 12:02:44"
M324,Maple Leaf International,Maple Leaf International,E,201,E2M 5W2,"2006-03-17 12:01:17"
M325,Mannarich Food Inc.,Mannarich Food Inc.,E,6,L3P 1W7,"2009-08-12 14:41:54"
M328,Produits Chimiques Magma Enr.,Produits Chimiques Magma Enr.,F,409,G2B 5C6,"2006-05-02 15:33:32"
M330,Meridian Health Inc.,Meridian Health Inc.,E,33,,"2005-12-14 15:00:51"
M333,Membranes Naulin Incorporated,Membranes Naulin Incorporated,E,60,,"2006-01-18 13:05:21"
M336,McPake Products Ltd.,McPake Products Ltd.,E,33,R3G 0S8,"2005-12-15 09:13:00"
M339,Merfin Systems Incorporated,Merfin Systems Incorporated,E,932,"27021","2006-04-19 10:14:06"
M341,Maple Leaf Consumer Foods,Maple Leaf Consumer Foods,E,4,L5R 3E7,"2006-02-23 14:25:22"
M342,MCP Performance Plastic Ltd.,MCP Performance Plastic Ltd.,E,958,"38857","2006-09-20 21:02:57"
M346,Material Motion Inc.,Material Motion Inc.,E,281,"30324","2007-01-22 12:57:15"
M349,MG Chemicals Ltd.,MG Chemicals Ltd.,E,234,V4N 4E7,"2008-12-11 14:22:12"
M351,Maurisil Products Incorporated,Maurisil Products Incorporated,E,8,M1W 3Y9,"2006-05-02 10:07:35"
M353,MultiTherm® LLC,MultiTherm® LLC,E,1280,"19432","2010-07-07 09:27:18"
M354,Mullinix Packages Incorporated,Mullinix Packages Incorporated,E,314,"46809","2006-02-24 08:34:03"
M361,McCormick France SAS,McCormick France SAS,E,1042,"84917","2007-05-17 08:35:53"
M363,Multicap Inc.,Multicap Inc.,E,21,H7L 5E1,"2011-01-13 14:11:27"
M365,Multi-Mold Plastics Inc.,Multi-Mold Plastics Inc.,E,110,L4K 1G6,"2008-01-17 11:53:10"
M366,Mercor,Mercor,E,110,L4K 3M2,"2006-12-14 15:59:22"
M367,"Meyer Laboratory, ULC","Meyer Laboratory, ULC",E,33,R2J 4B3,"2007-01-22 13:32:24"
M368,MAAK Enterprises Ltd.,MAAK Enterprises Ltd.,E,27,V4C 5X1,"2007-08-01 11:50:35"
M370,"Medonyx, Inc.","Medonyx, Inc.",E,8,M3B 2V1,"2007-01-05 14:16:10"
M372,Mount and River International Ltd.,Mount and River International Ltd.,E,987,H4C 1X8,"2006-12-19 15:03:37"
M373,Mica Corporation,Mica Corporation,E,1033,"06484","2007-04-24 14:42:44"
M386,Masif Latex Products Sdn. Bhd.,Masif Latex Products Sdn. Bhd.,E,446,,"2007-10-02 13:33:36"
M387,Mitsubishi Polyester Film GmbH,Mitsubishi Polyester Film GmbH,E,713,"65203","2013-04-25 10:12:58"
M388,Multiurethanes Ltd.,Multiurethanes Ltd.,E,4,L5T 2Y9,"2007-11-09 14:17:58"
M390,"Mitsubishi Plastics, Inc.","Mitsubishi Plastics, Inc.",E,1171,"100-0005","2008-10-08 11:48:38"
M393,La Mère Poule Aliments pour Bébé Inc.,La Mère Poule Aliments pour Bébé Inc.,E,382,H1P 2Y8,"2008-05-27 13:51:06"
M395,Mavillette Crates,Mavillette Crates,E,469,B5A 4A5,"2009-04-30 10:39:40"
M396,Multi Plus DM Inc.,Multi Plus DM Inc.,E,63,H9P 2Z3,"2008-11-10 13:36:00"
M400,Mainca USA,Mainca USA,E,365,"63111","2008-07-16 08:25:11"
M406,"Montfitello, div. Montebello Packaging","Montfitello, div. Montebello Packaging",E,676,K6A 1K5,"2009-11-24 14:53:16"
M409,Masy Water Technologies,Masy Water Technologies,E,215,T8N 5G6,"2005-11-16 21:48:29"
M411,Milligan Bio-Tech Inc.,Milligan Bio-Tech Inc.,E,1243,S0A 1A0,"2009-11-30 10:39:39"
M414,Mycom,Mycom,E,4,L5T 1C1,"2009-01-20 10:09:35"
M418,"Matta Products North America, Inc.","Matta Products North America, Inc.",E,488,N2A 4B7,"2009-03-06 13:45:05"
M420,MVP Food Packaging,MVP Food Packaging,E,727,"40456","2009-07-30 09:16:23"
M421,Mayur Wovens Pvt. Ltd.,Mayur Wovens Pvt. Ltd.,E,1272,,"2010-05-20 14:34:27"
M422,MGJ,MGJ,E,1264,"69380","2010-03-18 09:22:29"
M429,MicrobeGuard Corporation,MicrobeGuard Corporation,E,293,"60007","2012-10-10 11:14:53"
M431,Mondo Products Limited,Mondo Products Limited,E,13,L1S 6M9,"2011-03-24 15:40:26"
M432,"Millennium Flexible Packaging, Inc.","Millennium Flexible Packaging, Inc.",E,175,L6K 3S9,"2010-02-12 12:25:19"
M433,Markem-Imaje Canada Inc.,Markem-Imaje Canada Inc.,E,4,L5C 2B9,"2010-01-12 13:25:02"
M434,M'Plast Inc.,M'Plast Inc.,E,60,H8T 3M2,"2010-01-22 12:37:51"
M436,Metsa Tissue,Metsa Tissue,E,1394,"06851","2012-04-16 13:42:51"
M439,Mac & Co. Environmental Solutions,Mac & Co. Environmental Solutions,E,144,K7L 5J6,"2010-06-01 12:56:02"
M444,Manulatex France,Manulatex France,E,1329,"49123","2011-04-07 14:02:48"
M447,"Multi-Plastics Extrusions, Inc.","Multi-Plastics Extrusions, Inc.",E,804,"18201","2010-08-30 13:24:04"
M448,"Minigrip, an ITW Company","Minigrip, an ITW Company",E,845,"30152","2012-01-11 11:12:03"
M450,"Maxwell Chase Technologies, LLC","Maxwell Chase Technologies, LLC",E,281,"30336","2011-09-15 12:49:43"
M452,MEP Environmental Products,MEP Environmental Products,E,33,R3J 2W1,"2010-11-10 14:57:09"
M453,MARK20,MARK20,E,243,G8V 2T7,"2010-09-24 09:48:48"
M457,Midex Technologies,Midex Technologies,E,204,G7A 2T6,"2011-01-05 09:43:34"
M462,"Macro Plastics™, Inc.","Macro Plastics™, Inc.",E,1435,"98903","2012-11-22 14:32:31"
M465,Malpack Limited,Malpack Limited,E,13,L1E 2Y7,"2011-10-05 13:18:46"
M472,"MicroSpring™ International, LLC","MicroSpring™ International, LLC",E,1420,"19971","2012-07-30 11:29:47"
M475,"Mantab, Inc.","Mantab, Inc.",E,148,H8T 2J8,"2012-03-14 14:08:16"
M476,"MTS Environmental, Inc.","MTS Environmental, Inc.",E,1381,N0M 1K0,"2012-01-25 11:25:46"
M479,Multiweb Converting,Multiweb Converting,E,3,L6T 4H6,"2013-03-25 14:35:24"
M481,"MEDIKA Plastics, Ltd.","MEDIKA Plastics, Ltd.",E,4,L5S 1X4,"2012-07-27 14:56:23"
M489,Mtray Packaging,Mtray Packaging,E,29,V5M 1G4,"2013-03-20 12:17:25"
M491,"Manus Products, Inc.","Manus Products, Inc.",E,1429,"55387","2012-10-22 13:09:58"
M495,"MSW Canadian Plastics, Inc.","MSW Canadian Plastics, Inc.",E,1101,N0G 2P0,"2013-02-19 14:52:40"
M496,"MPP Packaging, Inc.","Emballage MPP, Inc.",E,88,H1E 6X7,"2013-03-22 12:57:24"
M499,MICROFLEX® Corporation,MICROFLEX® Corporation,E,460,"89523","2013-06-25 14:01:05"
M502,"MSJZ International, Inc.","MSJZ International, Inc.",E,913,H3P 1R7,"2013-04-25 09:50:24"
M505,"Meritech, div. Resurgent Health & Medical LLC","Meritech, div. Resurgent Health & Medical LLC",E,1442,"80401","2013-12-02 10:39:33"
N002,NetEase,NetEase,E,730,"21230","2006-02-24 10:13:24"
N003,"National Chemsearch®, div. NCH Corporation","National Chemsearch®, div. NCH Corporation",E,3,L6T 1E7,"2005-09-30 14:18:10"
N007,Niagara Protective Coatings,Niagara Protective Coatings,E,169,L2E 6S5,"2006-01-18 15:25:03"
N009,"Norchem Industries Canada Inc., div. of Avmor Ltd.","Norchem Industries Canada Inc., div. de Avmor Ltée",E,21,H7L 5C1,"2006-01-10 09:40:09"
N032,Nuodex Canada Limited,Nuodex Canada Limited,E,8,,"2006-01-18 15:37:21"
N034,Nan Sing Plastics Limited,Nan Sing Plastics Limited,E,728,,"2006-02-24 09:22:42"
N040,Nor Baker Industries Limited,Nor Baker Industries Limited,E,168,,"2006-02-24 10:37:21"
N042,Nonfluid Oil Corp.,Nonfluid Oil Corp.,E,1014,"07105","2007-02-19 16:21:58"
N043,Neeco Industries,Neeco Industries,E,33,,"2006-02-24 10:02:29"
N050,"Eureka Door, Division of North Eureka Refrigeration Company Limited","Eureka Door, Division of North Eureka Refrigeration Company Limited",E,120,,"2006-03-16 14:19:35"
N052,Narco Chemicals Inc.,Narco Chemicals Inc.,E,395,,"2005-12-15 12:12:34"
N054,Northwest Plastics Limited,Northwest Plastics Limited,E,189,V3C 6M9,"2006-03-29 14:46:14"
N055,Nor-Do Incorporated,Nor-Do Incorporated,E,88,,"2005-12-15 13:37:42"
N062,Northern Industrial Maintenance,Northern Industrial Maintenance,E,1049,"15102","2007-05-22 12:03:23"
N070,Nero Acrylic Paints and Plasters Limited,Nero Acrylic Paints and Plasters Limited,E,153,,"2006-01-18 15:20:54"
N071,National Hospital Supply,National Hospital Supply,E,4,,"2005-11-28 14:25:14"
N082,Norep Distributors Limited,Norep Distributors Limited,E,8,,"2006-03-22 08:35:30"
N083,Norton Company,Norton Company,E,331,,"2007-02-28 15:55:03"
N091,Norstar Corporation,Norstar Corporation,E,8,M8Z 5J4,"2006-02-24 11:42:34"
N091a,Shuford Mills Incorporated,Shuford Mills Incorporated,E,788,,"2006-03-02 14:02:37"
N092,Nox-Crete,Nox-Crete,E,610,,"2007-05-22 12:11:25"
N100,Nortex,Nortex,E,148,,"2006-03-15 13:14:55"
N102,Nonscents Canada Limited,Nonscents Canada Limited,E,109,,"2007-05-25 16:58:33"
N104,NRGEX Systems of Canada,NRGEX Systems of Canada,E,574,,"2006-01-18 15:18:39"
N105,"National Wax Company, div. of/de Dussek Campbell Inc.","National Wax Company, div. of/de Dussek Campbell Inc.",E,296,"60076","2007-06-26 15:34:36"
N106,Noboco Styro Containers Ltd.,Noboco Styro Containers Ltd.,E,1310,V9W 6H7,"2011-01-13 13:00:25"
N108,Nuhn Bio-Tech,Nuhn Bio-Tech,E,231,,"2006-01-25 12:53:10"
N109,National Refrigeration of Canada,National Refrigeration of Canada,E,120,,"2006-03-15 12:15:39"
N110,Newdon Industries Ltd.,Newdon Industries Ltd.,E,127,N1M 2K6,"2009-01-09 13:36:49"
N111,Nalco Canada Co.,Nalco Canada Co.,E,7,L7R 3Y9,"2005-11-17 16:28:23"
N112,Nudo Products,Nudo Products,E,856,"62703","2006-03-15 13:26:47"
N115,NeoChem (Div. of Enercon Water Treatment Ltd.),NeoChem (Div. of Enercon Water Treatment Ltd.),E,153,,"2005-11-12 11:50:33"
N116,Northstar Packaging Incorporated,Northstar Packaging Incorporated,E,735,,"2006-02-24 12:02:12"
N117,November Corporation of America,November Corporation of America,E,576,,"2006-01-18 15:35:17"
N119,Northland Gel-Ice Incorporated,Northland Gel-Ice Incorporated,E,25,V5H 3Y1,"2007-06-26 15:13:17"
N120,Nicolet International Paper,Nicolet International Paper,E,733,,"2006-02-24 10:30:17"
N121,Norbec Systems Inc.,Systèmes Norbec Inc.,E,97,J4B 1K7,"2010-04-15 11:42:18"
N122,NF Polybag Limited,NF Polybag Limited,E,208,M1B 2G6,"2007-06-26 16:43:41"
N124,Norseman Plastics Limited,Norseman Plastics Limited,E,76,,"2006-02-24 11:36:57"
N128,"Neutron Industries, Inc.,","Neutron Industries, Inc.,",E,257,"85021-7619","2005-12-15 13:13:45"
N131,Neogard - Div. of Jones-Blair,Neogard - Div. of Jones-Blair,E,327,"75235","2007-02-16 11:50:28"
N132,North Safety Products Ltd.,Produits de Sécurité North Ltée,E,88,H1J 2K4,"2005-11-02 16:45:35"
N135,New World Housing Inc.,New World Housing Inc.,E,878,,"2006-03-20 08:31:18"
N135a,Nu-Fab Building Products Ltd.,Nu-Fab Building Products Ltd.,E,878,,"2006-03-20 08:34:04"
N137,North Star Foods Inc.,North Star Foods Inc.,E,208,,"2007-06-26 16:43:56"
N139,NSW Corporation,NSW Corporation,E,738,"24016","2006-02-24 12:40:48"
N141,Nitta Casings (Canada) Incorporated,Nitta Casings (Canada) Incorporated,E,6,,"2006-03-08 15:10:41"
N142,Nypower Industries Limited,Nypower Industries Limited,E,32,,"2007-05-29 15:03:10"
N143,G. Nadeau Incorporated,G. Nadeau Incorporated,E,409,,"2007-05-23 10:45:45"
N145,Noco Lubricants Canada Inc.,Noco Lubricants Canada Inc.,E,110,,"2007-02-19 16:18:02"
N146,Nuco Incorporated,Nuco Incorporated,E,4,,"2007-05-23 10:46:18"
N149,No Skidding™ Products Inc.,No Skidding™ Products Inc.,E,8,M3J 2N5,"2007-05-18 19:13:00"
N150a,Nortek Inc.,Nortek Inc.,E,8,M4A 2G9,"2006-01-12 12:32:55"
N150b,Chemfix,Chemfix,E,223,,"2007-05-25 16:53:00"
N151,Novacrete Technology Inc.,Novacrete Technology Inc.,E,4,,"2007-05-22 12:07:32"
N152,Nomaco Inc.,Nomaco Inc.,E,507,"27597","2005-11-29 10:31:14"
N153,Northcorp Packaging Canada Incorporated,Northcorp Packaging Canada Incorporated,E,7,,"2006-02-24 11:49:50"
N154,"Norampac Inc., div. Cascades Canada Inc.","Norampac Inc., div. Cascades Canada Inc.",E,33,R3G 2T8,"2009-10-05 13:49:06"
N156,Natpro Inc.,Natpro Inc.,E,495,,"2005-11-28 14:37:40"
N157,Coem-Tek Distributor Incorporated,Coem-Tek Distributor Incorporated,E,369,N0B 2M0,"2005-09-30 18:57:59"
N157a,Nationwide Chemical Coating Manufacturers Incorporated,Nationwide Chemical Coating Manufacturers Incorporated,E,573,"34203","2006-01-18 14:44:14"
N158,Norlam Incorporated,Norlam Incorporated,E,97,,"2006-03-15 13:13:04"
N159,NAD,NAD,E,211,,"2006-03-27 09:20:14"
N160,Niche Chemical Solutions Inc.,Niche Chemical Solutions Inc.,E,13,,"2005-12-15 13:18:27"
N161-001,Nice-Pak Products (Canada) Ltd.,Nice-Pak Products (Canada) Ltd.,E,8,M9L 1V8,"2003-09-01 18:29:52"
N162,"Novus Packaging, Inc.","Novus Packaging, Inc.",E,736,J0B 2H0,"2006-02-24 12:16:53"
N163,New Century Panels,New Century Panels,E,160,,"2006-03-15 12:59:34"
N166,Norsan International,Norsan International,E,111,,"2005-11-29 15:20:48"
N167,Novozymes Biologicals Inc.,Novozymes Biologicals Inc.,E,605,"24153","2006-01-25 12:45:11"
N168,New Hampshire Plastics,New Hampshire Plastics,E,732,"03103","2006-02-24 10:26:47"
N170,Nergeco USA,Nergeco USA,E,870,"45069","2006-03-17 12:05:10"
N171,Norkem Inc.,Norkem Inc.,E,3,"L6W 4S6,","2005-11-17 16:56:47"
N172,Norplex Incorporated,Norplex Incorporated,E,734,"98071","2006-02-24 11:29:18"
N173,NKK America Incorporated,NKK America Incorporated,E,717,"10022","2006-03-13 08:44:51"
N174,NSP Specialty Products,NSP Specialty Products,E,1050,"28374-4690","2007-05-22 12:15:04"
N176,Norse Dairy Systems,Norse Dairy Systems,E,7,,"2006-02-24 11:31:17"
N177,Nowear Technologies LLC,Nowear Technologies LLC,E,258,"85259","2006-05-05 10:58:26"
N178,Novapac,Novapac,E,184,,"2006-02-24 12:09:22"
N181,NG Plastics Limited,NG Plastics Limited,E,4,,"2006-02-24 08:53:31"
N183,NPD Products Ltd / No Howe Products Development Ltd,NPD Products Ltd / No Howe Products Development Ltd,E,1151,L0L 1X0,"2005-12-15 13:25:19"
N184,NLS Products,NLS Products,E,95,K0M 1A0,"2007-02-19 09:02:51"
N187,"Northland Chemical, Inc.","Northland Chemical, Inc.",E,4,L5S 1G7,"2005-11-29 15:18:44"
N188,Northwest Sticks,Northwest Sticks,E,25,,"2006-02-24 12:04:32"
N189,Northwest Gel Inc.,Northwest Gel nc.,E,385,"97023","2005-10-01 15:01:32"
N190,National Plastics Canada Inc.,National Plastics Canada Inc.,E,208,M1X 1E9,"2007-01-22 13:41:36"
N193,Nippon Steel USA Incorporated,Nippon Steel USA Incorporated,E,308,"60611","2006-02-24 10:34:34"
N194,Nordiplast International Inc.,Nordiplast International Inc.,E,60,H4N 1M2,"2008-09-25 11:37:24"
N196,National Coatings of Canada Incorporated,National Coatings of Canada Incorporated,E,447,N0G 2L0,"2006-01-18 15:14:04"
N197,North America IML Containers Inc.,North America IML Containers Inc.,E,1324,J0V 2B0,"2011-02-24 14:33:24"
N200,Now Plastics,Now Plastics,E,737,"01028","2006-02-24 12:32:15"
N201,Non-Slip™ Safety Solutions,Non-Slip™ Safety Solutions,E,1048,P1A 4K3,"2007-05-18 19:03:52"
N203,Nippi Canada Limited,Nippi Canada Limited,E,25,V5C 2R8,"2006-03-08 15:07:49"
N205,Nasco Industries Inc.,Nasco Industries Inc.,E,568,"47501","2006-01-18 09:47:51"
N206,"NIKO's Vacs to Wax Supply, Ltd.","NIKO's Vacs to Wax Supply, Ltd.",E,28,V3A 4G9,"2006-01-17 15:08:31"
N207,Nomax Trading Ltd.,Nomax Trading Ltd.,E,1103,,"2007-09-26 14:56:16"
N209,Nu-Search Enterprises Incorporated,Nu-Search Enterprises Incorporated,E,208,M1C 1V3,"2006-05-02 15:21:44"
N213,"NEX Performance Film, Inc.","NEX Performance Film, Inc.",E,695,"01376","2006-11-21 11:35:12"
N214,Nicholl Food Packaging Ltd.,Nicholl Food Packaging Ltd.,E,969,WSA 011,"2006-09-27 11:22:13"
N215,Nealanders International Inc.,Nealanders International Inc.,E,4,L5N 8E2,"2007-01-22 13:13:38"
N217,Novapak/Airopak - Div of PVC Container Corp.,Novapak/Airopak - Div of PVC Container Corp.,E,1009,"07724-2202","2007-02-07 12:00:17"
N218,Novaco Produits Sanitaires,Novaco Produits Sanitaires,E,994,G6V 4Z2,"2007-01-08 14:50:37"
N219,Novelis Foil Products,Novelis Foil Products,E,8,M8Z 1J5,"2006-12-20 11:13:14"
N220,Nicholson Chemical Inc.,Nicholson Chemical Inc.,E,1065,P5A 2T1,"2007-05-28 14:08:36"
N221,Nanaimo Marine Centre Ltd.,Nanaimo Marine Centre Ltd.,E,357,V9S 4C9,"2007-05-04 13:10:56"
N224,Northern Uniform Service,Northern Uniform Service,E,233,P3E 4Z6,"2007-10-24 15:18:10"
N226,Niche Chemicals B.C.,Niche Chemicals B.C.,E,234,V4L 9W9,"2007-10-12 14:27:25"
N228,Niagara Blower Company,Niagara Blower Company,E,963,"14207","2008-05-15 11:30:20"
N232,"NorCan Flexible Packaging, Inc.","NorCan Flexible Packaging, Inc.",E,4,L5N 5N1,"2008-02-26 12:10:21"
N234,National Plastek Inc.,National Plastek Inc.,E,1270,"49316","2010-05-17 12:14:11"
